text,label,confidence,source,label_id
that that's happening like today.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and because i discussing with him uh uh many things concerning uh his skills and what the n.s.a. group intends to do.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i mean if the results are comparable to what we had before,DISCUSSION,0.9,ICSI_MRDA_corpus,4
the specification are rather stable and and available.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so when we input something we always get the uh posterior probabilities for all of these.,DISCUSSION,0.95,ICSI_MRDA_corpus,4
yeah i was wondering about that.,OPEN_QUESTION,0.9,ICSI_MRDA_corpus,2
and for purposes of of uh things like,DISCUSSION,0.95,ICSI_MRDA_corpus,4
no it's makes sense to look at low frequencies.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and then the linear output of these two m l p's are combined just by adding the values and then there is this k l t.,DISCUSSION,0.95,ICSI_MRDA_corpus,4
there's it it could be that there's some normalization that's missing.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i mean you just go out and get four and we've got the money for it.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
the references for for those segments?,OPEN_QUESTION,0.95,ICSI_MRDA_corpus,2
what set the they set the context to unknown?,OPEN_QUESTION,1.0,ICSI_MRDA_corpus,2
after you will leave here that is.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and for for connected digits over the telephone you don't actually want to put a whole lot of effort into adaptation.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i've already become pretty familiar with the format.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
ideally wouldn't that be something?,DISCUSSION,0.9,ICSI_MRDA_corpus,4
huh yeah i think i think we already came to the conclusion that we have two alternative paths that we two alternative ways of representing it.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
though i don't remember email on that.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
there's going to be four computational linguists.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
if you are traveling,DISCUSSION,0.9,ICSI_MRDA_corpus,4
or not enough overlaps or something.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i mean i think the question on regions is really to ask people how did they define their dialect region now.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
just to see if we are doing the same or if we are doing something similar.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
well i don't think morgan's suggesting that we do that though.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i mean it was it was actual different cars and so on.,DISCUSSION,0.95,ICSI_MRDA_corpus,4
having it is a good good thing.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
the chopped up waveforms.,DISCUSSION,1.0,ICSI_MRDA_corpus,4
like johno made it up.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so i didn't did you get a chance to look at all yet?,OPEN_QUESTION,0.9,ICSI_MRDA_corpus,2
if you stuck the mixer up here and the top opened it'd be it'd be fine.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and um and you can use channel normalization techniques like,DISCUSSION,0.95,ICSI_MRDA_corpus,4
and we noticed that whatever we tried to do it no effect.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
right i mean yeah generally in these things you you turn back pruning really far.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so in terms of of interchanging in and out of any module we build it'll be x.m.l.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
just there's just inter word silences.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and a week of business in germany.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and oh also also,DISCUSSION,0.9,ICSI_MRDA_corpus,4
it's what these conversation analysts have been studying for years and years there.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so um strike out the m. subscript on the middle block.,ACTION_ITEM,0.85,ICSI_MRDA_corpus,1
since to use it,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i was i was trying to remember you have this interface where you you you showed us one time on your laptop.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i'm i'm a little confused again.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
yeah but the ontology is really not a smartkom thing.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
well stephane was saying that they weren't hand labeled.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and then also the transcripts.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
yeah when hell yep we'll do it when hell freezes over.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i mean the bandwidth shouldn't be such an issue.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but the nine nine o'clock will be be in here?,OPEN_QUESTION,0.95,ICSI_MRDA_corpus,2
i wanted to bring an example where,DISCUSSION,0.9,ICSI_MRDA_corpus,4
we can just we can just have a political discussion one day.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but then you can't add our patches.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
yeah they're working on a different task.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
how many people would not vote for the sun keyboard?,OPEN_QUESTION,0.95,ICSI_MRDA_corpus,2
does anybody know how to um run matlab?,OPEN_QUESTION,0.95,ICSI_MRDA_corpus,2
so you have a separate ribbon for each channel.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
uh which is fine.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
uh so uh but that's not going to happen instantaneously.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and then this would give some more ground work for people who were building statistical models that allowed for overlapping changes different timing changes as opposed to just click.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and they're rare events but you can really go through a meeting very quickly.,DISCUSSION,0.95,ICSI_MRDA_corpus,4
because we've had a lot of good experience with putting those together.,DISCUSSION,0.95,ICSI_MRDA_corpus,4
if you're a t i or m i t from nineteen eighty five,DISCUSSION,0.9,ICSI_MRDA_corpus,4
what is octave so?,OPEN_QUESTION,1.0,ICSI_MRDA_corpus,2
just looking at the data and seeing what's similar and what's not similar.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
like sometimes it's just like that'd be hard so.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so when i presented my results about the uh distribution of overlaps and the speakers and the profiles of the speakers at the bottom of that i did have a proposal.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
it's just a matter of of work.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
um where we feed um these events into an s r i system um uh and evaluate its performance on a switchboard task.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
or or we can train or else uh can we train a net on uh a range of languages and which can include the test the test the target language.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but if you want to stick to the this latency,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so the idea is there's this uh other subgroup that's worrying about formalizing the getting a notation.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
otherwise you just count up the total number of beeps.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
uh the second class way of doing it is to look at the uh phones that are labeled.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
it's presumed there's all sorts of tuning that's gone on on the what they call seen databases.,DISCUSSION,0.95,ICSI_MRDA_corpus,4
however the uh it seems to be sensible to me to to view them as mutually exclusive.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so i think it depends on whether it's a business meeting or a technical discussion.,DISCUSSION,0.95,ICSI_MRDA_corpus,4
and my goal was to have eleven done by the end of the month.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
third column is the um start times of the words and the fourth column is the duration of the words.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and we're talking about formal which which makes sense.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
just wanted to raise that.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
which to some degree is borrowing from comic talk.,DISCUSSION,0.95,ICSI_MRDA_corpus,4
but that doesn't actually exist.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
bakery can't be something you're going to eat.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
okay so this was e v a.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
almost identical in fact.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so i'll be away tomorrow and monday but i'll be back on tuesday or wednesday.,ACTION_ITEM,0.9,ICSI_MRDA_corpus,1
i mean when when you start looking at these kind of results i think it usually is is pretty intuitive.,DISCUSSION,0.95,ICSI_MRDA_corpus,4
but i figure also if they're short agenda items we could also do a little bit of each.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and that that requires some thought.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but one of uh where you really want that the packet went through put it in the i.p. header.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and sometimes you won't.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
actually it's about one third each.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and so i think doing that to generate these possibilities and then going through and saying yes or no on them would be a quick way to to do it.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so where were we?,OPEN_QUESTION,0.95,ICSI_MRDA_corpus,2
but we wanted to know what would need to be done.,OPEN_QUESTION,0.9,ICSI_MRDA_corpus,2
in it's not negatively viewed.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so so something something very specific that you can then,DISCUSSION,0.9,ICSI_MRDA_corpus,4
yeah the the actual parse is somewhere up around in here.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and you have markov models for each.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i just thought if you meant slides i thought you meant like just like um view graphs or something.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
uh i'm leaving next wednesday.,ACTION_ITEM,0.9,ICSI_MRDA_corpus,1
just p l p at the input of h t k.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i mean you can do that.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
maybe learn new things.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and um i think that there is ultimately a really good uh potential for you know bringing in things with different temporal properties.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
okay uh these still when they're finished um that means that they're finished with their pass through they still need to be edited and all.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so they have to call me and ask.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
see now i'm contradicting myself.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so um we we're going to send them one more sample meeting.,ACTION_ITEM,0.85,ICSI_MRDA_corpus,1
this could be the most popular corpus.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and we had just a bag with a bunch of marbles in it as a counter balance.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so like the the film went away from where it should be.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and i had a lot more ideas like you were saying hypotheses of what's going on.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but you'll only know that in the voiced regions.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
um well i'm pretty sure that you can daisy chain them together.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and you can supervise or something.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
uh and uh yeah you may not have word models you have phone models whatever.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so it's thirty dollars an hour essentially right?,OPEN_QUESTION,0.95,ICSI_MRDA_corpus,2
were were you basically done with uh transcriptions or,OPEN_QUESTION,0.95,ICSI_MRDA_corpus,2
turn a crank in the belief net.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
doesn't need to reflect everything.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i i thought i saw some jobs of yours running on some of the machine.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and then they would have to listen to the tape and find out where it bleeps.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i was thinking if you had a clean version of the signal and and a noisy version and your targets were the m.f. uh you know whatever frequency bins,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so maybe i would like to ask claudia,OPEN_QUESTION,0.9,ICSI_MRDA_corpus,2
um from this we can sometimes you know,DISCUSSION,0.9,ICSI_MRDA_corpus,4
well that's a good news okay?,DISCUSSION,0.9,ICSI_MRDA_corpus,4
yeah it's forced alignment of people's schedules.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so what i was started playing with was the again this is the h t k back end.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and so the next decision which has to be made actually pretty soon is how are we going to do it.,OPEN_QUESTION,0.9,ICSI_MRDA_corpus,2
so it's a it's a rather huge huge thing.,DISCUSSION,0.95,ICSI_MRDA_corpus,4
there's questions about various places where there's an exponent if it's the right exponent or ways that we're estimating noise that we can improve estimating noise.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and that doesn't matter.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
they they wear out.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
oh sure terminology is always context dependent.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so you're essentially defining a lattice.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but perhaps you have some of them in one stream and some of them in another stream and so forth.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and then you say uh you know well um what's it cost or something.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
than what it would be now.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so that people in the group know.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i was wondering also get ready whether the lights made any noise.,OPEN_QUESTION,0.9,ICSI_MRDA_corpus,2
which is not a lot of time if you are travelling let's say at uh one hundred kilometers per second.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i think it may almost have to do with like okay.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
things like just the data format and how we're going to do it.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
we already have these results that you,DISCUSSION,0.9,ICSI_MRDA_corpus,4
it's going to be one you'll pick one of those for,DISCUSSION,0.9,ICSI_MRDA_corpus,4
yeah to decide which one is,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so you know making reference to buildings as institutions as containers as,DISCUSSION,0.9,ICSI_MRDA_corpus,4
nothing nothing else after that is going to,DISCUSSION,0.9,ICSI_MRDA_corpus,4
it didn't doesn't take well i mean as you see we haven't really set it up that well but it doesn't it doesn't take long to set up.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
ten minutes is long.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and just make it,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and that you know i'm not that that one i'm not so sure if it's into the the things that i wanted to use the hours for.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and if i get something great.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
yeah i did that once too.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
right but if it's better it may be better because it was hand labeled.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i have a question on protocol in these meetings.,OPEN_QUESTION,0.95,ICSI_MRDA_corpus,2
i mean i i agree that our bias should be as as expressed here.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but that that will be completely gone if this synch time problem.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so i i wanted just something that would give us a hint of who the person is if the name field isn't readable or it's a duplicate.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
well if they if they record a meeting and they create a key file and they find an error in their key file they shouldn't have to tell us about that.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and fey comes on the phone as a human operator.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so so this tour is sort of just like the idea of current round of of touristness or whatever.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and then maybe talk about specifics specifics of the data.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
he have to do it for all data packets?,OPEN_QUESTION,1.0,ICSI_MRDA_corpus,2
and if we sink it in,DISCUSSION,0.9,ICSI_MRDA_corpus,4
is this anything different than the h m m system you were using before?,OPEN_QUESTION,0.95,ICSI_MRDA_corpus,2
oh oh oh i see.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
just to pick up an arbitrary an example.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i mean have someone do some routine whatever.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but they are also on the networks.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
um for those who don't know,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i think a year is a lot better.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
to have more or less uh silence portions inserted.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but anyway i'd i'd i'd like to um add a little uh a thing for them to initial saying nah i don't want to see the final transcript.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but s.r.i. in general is is the,DISCUSSION,0.9,ICSI_MRDA_corpus,4
it might be you know that the summary would would not even include what the person thought was the most interesting fact.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
and the only thing that costs is the back up issue uh to first order.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
well i'll i'll get another one before the end of the meeting.,ACTION_ITEM,0.9,ICSI_MRDA_corpus,1
um i spoke with dave johnson about putting all the meeting recorder stuff on non backed up disk to save the overhead of backup.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
yes a a lot of people are aware of that.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
two h t k.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
so i was i actually ran the experiments mostly.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
okay well i feel better now.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
well that's that's that's where the belief net comes in.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
well maybe john would let us put it into the phonology lab or something.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but but still i mean they they say,DISCUSSION,0.9,ICSI_MRDA_corpus,4
how getting to vista points and calculating those on the spot?,OPEN_QUESTION,0.95,ICSI_MRDA_corpus,2
i don't know anything about finnish.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
well so perhaps let's let's jump at the last experiment.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but they were they were parts that were interviews that he worked on.,DISCUSSION,0.95,ICSI_MRDA_corpus,4
it seems it seems really unlikely to me that there's only one.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
i i've just been testing the new aurora front end with well aurora system actually.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
also with i was thinking and i know morgan disagrees with me on this.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
are we to just to make sure i know what's going on we're talking about robert's thesis proposal today?,OPEN_QUESTION,0.95,ICSI_MRDA_corpus,2
there was this whole thesis on out of.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but the fifty is better than the one up above.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
is it a bank?,OPEN_QUESTION,1.0,ICSI_MRDA_corpus,2
it takes long enough because it has to reload the,DISCUSSION,0.9,ICSI_MRDA_corpus,4
but that's really all that we have at the moment.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
yeah this is just bad design this um this is.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
sure if you want.,DISCUSSION,0.9,ICSI_MRDA_corpus,4
"We've decided to go with the remote control interface, that's final.",DECISION,1.0,hand_labeled,0
